Nr,Company,Location_HQ,Region,USState,Country,Continent,Laid_Off,Date_layoffs,Percentage,Company_Size_before_Layoffs,Company_Size_after_layoffs,Industry,Stage,Money_Raised_in__mil,Year,latitude,longitude
2133,Redfin,Seattle,Cascadia,Washington,USA,North America,46.0,2025-02-12,,,,Real Estate,Post-IPO,320.0,2025,47.6038321,-122.330062
2134,Blue Origin,Seattle,Cascadia,Washington,USA,North America,1000.0,2025-02-13,10.0,10000.0,9000.0,Aerospace,Unknown,167.0,2025,47.6038321,-122.330062
2135,Metro Africa Xpress,Lagos,other,non,Nigeria,Africa,150.0,2025-02-13,,,,Logistics,Unknown,64.0,2025,6.4550575,3.3941795
2136,Sophos,Oxford,other,England,USA,Europe,,2025-02-13,6.0,,,Security,Acquired,125.0,2025,51.7520131,-1.2578499
2137,Eviation Aircraft,Tel Aviv,other,non,Israel,Asia,,2025-02-14,,,,Aerospace,Acquired,140.0,2025,32.0852997,34.7818064
2138,Logically,Manchester,other,England,United Kingdom,Europe,40.0,2025-02-17,20.0,200.0,160.0,AI,Series A,37.0,2025,53.4794892,-2.2451148
2139,Vendease,Lagos,other,non,Nigeria,Africa,120.0,2025-02-19,44.0,273.0,153.0,Food,Series A,43.0,2025,6.4550575,3.3941795
2140,Riskified,New York City,other,New York,USA,North America,,2025-02-19,,,,Retail,Post-IPO,229.0,2025,40.7127281,-74.0060152
2141,SeatGeek,New York City,other,New York,USA,North America,150.0,2025-02-20,15.0,1000.0,850.0,Consumer,Series E,400.0,2025,40.7127281,-74.0060152
2142,Zendesk,San Francisco,San Francisco Bay Area,California,USA,North America,51.0,2025-02-21,,,,Support,Acquired,85.0,2025,37.7792588,-122.4193286
2143,Electriq Global,Tel Aviv,other,non,Israel,Asia,,2025-02-21,100.0,,0.0,Energy,Unknown,8.0,2025,32.0852997,34.7818064
2144,Ibotta,Denver,other,Colorado,USA,North America,70.0,2025-02-22,8.0,875.0,805.0,Retail,Post-IPO,93.0,2025,39.7392364,-104.984862
2145,NetEase,Tokyo,Tokyo,Tokyo,Japan,Asia,,2025-02-22,,,,Consumer,Post-IPO,,2025,35.6821936,139.762221
2146,HerMD,Cincinnati,other,Ohio,USA,North America,,2025-02-24,100.0,,0.0,Healthcare,Series A,28.0,2025,39.1014537,-84.5124602
2147,Skybox Security,San Jose,San Francisco Bay Area,California,USA,North America,300.0,2025-02-24,100.0,300.0,0.0,Security,Private Equity,335.0,2025,37.3361663,-121.890591
2148,Flywire,Boston,other,Massachusetts,USA,North America,125.0,2025-02-26,,,,Finance,Series E,263.0,2025,42.3554334,-71.060511
2149,eBay,Tel Aviv,other,non,Israel,Asia,20.0,2025-02-26,,,,Retail,Post-IPO,1200.0,2025,32.0852997,34.7818064
2150,Commercetools,Munich,other,Bayern,Germany,Europe,,2025-02-26,10.0,,,Retail,Series C,119.0,2025,48.1371079,11.5753822
2151,Dayforce,Toronto,other,Ontario,USA,North America,,2025-02-26,5.0,,,HR,Post-IPO,40.0,2025,43.6534817,-79.3839347
2152,Expedia,Seattle,Cascadia,Washington,USA,North America,,2025-02-26,,,,Travel,Post-IPO,3300.0,2025,47.6038321,-122.330062
2153,Autodesk,San Francisco,San Francisco Bay Area,California,USA,North America,1350.0,2025-02-27,9.0,15000.0,13650.0,Other,Post-IPO,,2025,37.7792588,-122.4193286
2154,Digimarc,Portland,Cascadia,Oregon,USA,North America,90.0,2025-02-27,40.0,225.0,135.0,Other,Post-IPO,105.0,2025,45.5202471,-122.674194
2155,Google,Mountain View,San Francisco Bay Area,California,USA,North America,,2025-02-27,,,,Consumer,Post-IPO,26.0,2025,37.3893889,-122.0832101
2156,Grubhub,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,2025-02-28,23.0,2174.0,1674.0,Food,Acquired,284.0,2025,37.7792588,-122.4193286
2157,HP,Palo Alto,San Francisco Bay Area,California,USA,North America,2000.0,2025-02-28,,,,Hardware,Post-IPO,,2025,37.4443293,-122.1598465
2158,Automattic,San Francisco,San Francisco Bay Area,California,USA,North America,281.0,2025-03-02,16.0,1756.0,1475.0,Other,Series E,986.0,2025,37.7792588,-122.4193286
2159,ANS Commerce,Gurugram,other,Haryana,India,Asia,,2025-03-02,100.0,,0.0,Retail,Acquired,2.0,2025,28.4646148,77.0299194
2160,Ola Electric,Bengaluru,other,Karnataka,India,Asia,1000.0,2025-03-03,,,,Transportation,Post-IPO,1700.0,2025,12.98815675,77.62260004
2161,Rec Room,Seattle,Cascadia,Washington,USA,North America,,2025-03-03,16.0,,,Consumer,Series F,294.0,2025,47.6038321,-122.330062
2162,LiveRamp,San Francisco,San Francisco Bay Area,California,USA,North America,65.0,2025-03-05,5.0,1300.0,1235.0,Marketing,Post-IPO,16.0,2025,37.7792588,-122.4193286
2163,Hewlett Packard Enterprise,Palo Alto,San Francisco Bay Area,California,USA,North America,2500.0,2025-03-06,5.0,50000.0,47500.0,Hardware,Post-IPO,1400.0,2025,37.4443293,-122.1598465
2164,TikTok,Dublin,other,non,USA,Europe,300.0,2025-03-06,,,,Consumer,Acquired,,2025,53.3493795,-6.2605593
2165,Wayfair ,Boston,other,Massachusetts,Germany,North America,340.0,2025-03-07,,,,Retail,Post-IPO,1700.0,2025,42.3554334,-71.060511
2166,Zonar Systems,Seattle,Cascadia,Washington,USA,North America,,2025-03-09,,,,Logistics,Acquired,50.0,2025,47.6038321,-122.330062
2167,Arrival,London,other,England,United Kingdom,Europe,,2025-03-10,100.0,,0.0,Transportation,Post-IPO,629.0,2025,51.4893335,-0.144055085
2168,D-ID,Tel Aviv,other,non,Israel,Asia,22.0,2025-03-10,25.0,88.0,66.0,AI,Series B,48.0,2025,32.0852997,34.7818064
2169,ActiveFence,New York City,other,New York,USA,North America,22.0,2025-03-13,7.0,314.0,292.0,Security,Series B,100.0,2025,40.7127281,-74.0060152
2170,HelloFresh,Pleasanton,San Francisco Bay Area,California,USA,North America,273.0,2025-03-17,,,,Food,Post-IPO,367.0,2025,37.6624312,-121.8746789
2171,Otorio,Tel Aviv,other,non,Israel,Asia,45.0,2025-03-17,56.0,80.0,35.0,Security,Acquired,,2025,32.0852997,34.7818064
2172,Brightcove,Boston,other,Massachusetts,USA,North America,198.0,2025-03-19,33.0,600.0,402.0,Marketing,Acquired,145.0,2025,42.3554334,-71.060511
2173,Acxiom,Little Rock,other,Arkansas,USA,North America,130.0,2025-03-19,3.0,4333.0,4203.0,Marketing,Post-IPO,,2025,34.73499706,-92.32533203
2174,Block,Oakland,San Francisco Bay Area,California,USA,North America,931.0,2025-03-25,8.0,11638.0,10707.0,Finance,Post-IPO,150.0,2025,37.8044557,-122.271356
2175,Niantic,San Francisco,San Francisco Bay Area,California,USA,North America,68.0,2025-03-25,,,,Other,Series D,770.0,2025,37.7792588,-122.4193286
2176,Prefect,Washington DC,other,District of Columbia,USA,North America,20.0,2025-03-25,,,,Data,Series B,47.0,2025,38.8950368,-77.0365427
2177,Palantir,Denver,other,Colorado,USA,North America,120.0,2025-03-27,,,,Data,Post-IPO,3000.0,2025,39.7392364,-104.984862
2178,Canva,Sydney,other,New South Wales,Australia,Oceana,10.0,2025-03-31,,,,Consumer,Unknown,2500.0,2025,-33.8698439,151.2082848
2179,Northvolt,Stockholm,other,non,Sweden,Europe,2800.0,2025-03-31,62.0,4516.0,1716.0,Energy,Unknown,13800.0,2025,59.3251172,18.0710935
2180,2U,Washington DC,other,District of Columbia,USA,North America,,2025-03-31,,,,Education,Post-IPO,426.0,2025,38.8950368,-77.0365427
2181,WhyHive,Melbourne,other,Victoria,Australia,Oceana,,2025-04-02,100.0,,0.0,Data,Seed,,2025,-37.8142454,144.9631732
2182,Automattic,San Francisco,San Francisco Bay Area,California,USA,North America,281.0,2025-04-02,16.0,1756.0,1475.0,Other,Series E,986.0,2025,37.7792588,-122.4193286
2183,Canva,Sydney,other,New South Wales,Australia,Oceana,10.0,2025-04-02,,,,Consumer,Unknown,2500.0,2025,-33.8698439,151.2082848
2184,Five9,San Ramon,San Francisco Bay Area,California,USA,North America,123.0,2025-04-03,4.0,3075.0,2952.0,Support,Post-IPO,862.0,2025,37.77466357,-121.9734961
2185,Tract,London,other,England,United Kingdom,Europe,,2025-04-03,,,,Real Estate,Unknown,,2025,51.4893335,-0.144055085
2186,Coho AI,Tel Aviv,other,non,Israel,Asia,,2025-04-06,100.0,,0.0,Sales,Seed,8.0,2025,32.0852997,34.7818064
2187,Wing Cloud,Tel Aviv,other,non,Israel,Asia,,2025-04-09,100.0,,0.0,Infrastructure,Seed,,2025,32.0852997,34.7818064
2188,Marin Software,San Francisco,San Francisco Bay Area,California,USA,North America,,2025-04-20,100.0,,0.0,Marketing,Post-IPO,99.0,2025,37.7792588,-122.4193286
2189,NetApp,San Jose,San Francisco Bay Area,California,USA,North America,700.0,2025-04-20,6.0,11667.0,10967.0,Data,Post-IPO,,2025,37.3361663,-121.890591
2190,Google,Mountain View,San Francisco Bay Area,California,USA,North America,,2025-04-21,,,,Consumer,Post-IPO,26.0,2025,37.3893889,-122.0832101
2191,Forto,Berlin,other,Berlin,USA,Europe,200.0,2025-04-22,,,,Logistics,Series D,593.0,2025,52.5170365,13.3888599
2192,Intel,Sacramento,other,California,USA,North America,22000.0,2025-04-23,20.0,110000.0,88000.0,Hardware,Post-IPO,12.0,2025,38.5810606,-121.493895
2193,Meta,Menlo Park,San Francisco Bay Area,California,USA,North America,100.0,2025-04-24,,,,Consumer,Post-IPO,26000.0,2025,37.4519671,-122.177992
2194,Sonder,San Francisco,San Francisco Bay Area,California,USA,North America,,2025-04-24,,,,Travel,Post-IPO,839.0,2025,37.7792588,-122.4193286
2195,SambaNova,Palo Alto,San Francisco Bay Area,California,USA,North America,77.0,2025-04-25,15.0,513.0,436.0,AI,Series D,1100.0,2025,37.4443293,-122.1598465
2196,GupShup,Fremont,San Francisco Bay Area,California,India,North America,200.0,2025-04-25,,,,Other,Series F,484.0,2025,37.5482697,-121.988571
2197,Smashing,San Francisco,San Francisco Bay Area,California,USA,North America,7.0,2025-04-26,100.0,7.0,0.0,Consumer,Seed,3.0,2025,37.7792588,-122.4193286
2198,AppLovin,Palo Alto,San Francisco Bay Area,California,USA,North America,97.0,2025-04-26,,,,Marketing,Post-IPO,1600.0,2025,37.4443293,-122.1598465
2199,Turo,San Francisco,San Francisco Bay Area,California,USA,North America,150.0,2025-04-26,17.0,882.0,732.0,Transportation,Series E,467.0,2025,37.7792588,-122.4193286
2200,Cars24,Gurugram,other,Haryana,India,Asia,200.0,2025-04-26,,,,Transportation,Series G,1300.0,2025,28.4646148,77.0299194
2201,Zopper,Noida,other,Uttar Pradesh,India,Asia,100.0,2025-04-27,,,,Finance,Series D,125.0,2025,28.5706333,77.3272147
2202,Expedia,Seattle,Cascadia,Washington,USA,North America,,2025-04-28,3.0,,,Travel,Post-IPO,3300.0,2025,47.6038321,-122.330062
2203,Spotter,Los Angeles,other,California,USA,North America,,2025-04-28,,,,Other,Unknown,238.0,2025,34.0536909,-118.242766
2204,Tomorrow,Seattle,Cascadia,Washington,USA,North America,,2025-04-28,100.0,,0.0,Hardware,Unknown,,2025,47.6038321,-122.330062
2205,Electronic Arts,Redwood City,San Francisco Bay Area,California,USA,North America,300.0,2025-04-29,,,,Consumer,Post-IPO,2.0,2025,37.4863239,-122.232523
2206,Stem,San Francisco,San Francisco Bay Area,California,USA,North America,,2025-04-29,27.0,,,Energy,Post-IPO,583.0,2025,37.7792588,-122.4193286
2207,Bench,San Francisco,San Francisco Bay Area,California,USA,North America,,2025-05-01,,,,Finance,Acquired,109.0,2025,37.7792588,-122.4193286
2208,Beam,Bristol,other,England,United Kingdom,Europe,200.0,2025-05-01,100.0,200.0,0.0,Other,Unknown,,2025,51.4538022,-2.5972985
2209,Log 9 Materials,Bengaluru,other,Karnataka,India,Asia,,2025-05-02,100.0,,0.0,Manufacturing,Series B,32.0,2025,12.98815675,77.62260004
2210,Deep Instinct,Tel Aviv,other,non,Israel,Asia,20.0,2025-05-04,10.0,200.0,180.0,Security,Unknown,322.0,2025,32.0852997,34.7818064
2211,GenWise,New Delhi,other,Delhi,India,Asia,15.0,2025-05-05,20.0,75.0,60.0,Other,Seed,3.0,2025,28.6138954,77.2090057
2212,General Fusion,Vancouver,Cascadia,British Columbia,Canada,North America,,2025-05-05,25.0,,,Energy,Unknown,370.0,2025,49.2608724,-123.113952
2213,OpenText,Waterloo,other,Ontario,Canada,North America,1600.0,2025-05-06,,,,Data,Post-IPO,1100.0,2025,43.4652699,-80.5222961
2214,CrowdStrike,San Francisco,San Francisco Bay Area,California,USA,North America,500.0,2025-05-07,5.0,10000.0,9500.0,Security,Post-IPO,1200.0,2025,37.7792588,-122.4193286
2215,Match Group,New York City,other,New York,USA,North America,325.0,2025-05-08,13.0,2500.0,2175.0,Consumer,Post-IPO,,2025,40.7127281,-74.0060152
2216,Builder.ai,London,other,England,USA,Europe,,2025-05-20,100.0,,0.0,AI,Series D,445.0,2025,51.4893335,-0.144055085
2217,Luminar,Orlando,other,Florida,USA,North America,,2025-05-20,,,,Transportation,Post-IPO,780.0,2025,28.5421109,-81.3790304
2218,Hims & Hers,San Francisco,San Francisco Bay Area,California,USA,North America,68.0,2025-05-20,4.0,1700.0,1632.0,Healthcare,Post-IPO,1200.0,2025,37.7792588,-122.4193286
2219,Climeworks,Zurich,other,non,Switzerland,Europe,106.0,2025-05-21,22.0,482.0,376.0,Energy,Private Equity,734.0,2025,47.3744489,8.5410422
2220,LeddarTech,Quebec,other,Quebec,Canada,North America,138.0,2025-05-22,95.0,145.0,7.0,Transportation,Post-IPO,402.0,2025,46.81228,-71.21454
2221,Chegg,Santa Clara,San Francisco Bay Area,California,USA,North America,248.0,2025-05-22,22.0,1127.0,879.0,Education,Post-IPO,227.0,2025,37.354107,-121.955238
2222,Otipy,New Delhi,other,Delhi,India,Asia,300.0,2025-05-23,100.0,300.0,0.0,Food,Series B,44.0,2025,28.6138954,77.2090057
2223,Microsoft,Seattle,Cascadia,Washington,USA,North America,6000.0,2025-05-23,3.0,200000.0,194000.0,Other,Post-IPO,1.0,2025,47.6038321,-122.330062
2224,Amazon,Seattle,Cascadia,Washington,USA,North America,100.0,2025-05-24,,,,Retail,Post-IPO,8100.0,2025,47.6038321,-122.330062
2225,GroundGame Health,Tampa Bay,other,Florida,USA,North America,97.0,2025-05-25,,,,Healthcare,Series A,17.0,2025,27.6886419,-82.5723193
2226,Noogata,Tel Aviv,other,non,Israel,Asia,10.0,2025-05-25,100.0,10.0,0.0,AI,Series A,28.0,2025,32.0852997,34.7818064
2227,nCino,Wilmington,other,Delaware,USA,North America,,2025-05-27,7.0,,,Finance,Post-IPO,1100.0,2025,39.7459468,-75.546589
2228,Cars24,Gurugram,other,Haryana,India,Asia,120.0,2025-05-27,,,,Transportation,Series G,1300.0,2025,28.4646148,77.0299194
2229,eBay,Tel Aviv,other,non,Israel,Asia,200.0,2025-05-28,,,,Retail,Post-IPO,1200.0,2025,32.0852997,34.7818064
2230,VerSe Innovation copy,Bengaluru,other,Karnataka,India,Asia,350.0,2025-05-28,,,,Media,Series J,1700.0,2025,12.98815675,77.62260004
2231,Business Insider,New York City,other,New York,USA,North America,,2025-05-29,20.0,0.0,0.0,Media,Acquired,56.0,2025,40.7127281,-74.0060152
2232,Blink Charging,Baltimore,other,Maryland,USA,North America,,2025-05-29,20.0,,,Other,Post-IPO,110.0,2025,39.2908816,-76.610759
2233,Microsoft,Seattle,Cascadia,Washington,USA,North America,305.0,2025-06-02,3.0,10167.0,9862.0,Other,Post-IPO,1.0,2025,47.6038321,-122.330062
2234,Airtime,New York City,other,New York,USA,North America,25.0,2025-06-04,43.0,58.0,33.0,Consumer,Series B,33.0,2025,40.7127281,-74.0060152
2235,Playtika,Tel Aviv,other,non,Israel,Asia,90.0,2025-06-05,,,,Consumer,Post-IPO,,2025,32.0852997,34.7818064
2236,ZoomInfo,Vancouver,Cascadia,British Columbia,USA,North America,150.0,2025-06-09,4.0,3750.0,3600.0,Sales,Post-IPO,7.0,2025,49.2608724,-123.113952
2237,Salto,Tel Aviv,other,non,Israel,Asia,30.0,2025-06-20,50.0,60.0,30.0,Other,Series B,69.0,2025,32.0852997,34.7818064
2238,Khoros,Austin,other,Texas,USA,North America,116.0,2025-06-20,,,,Sales,Private Equity,138.0,2025,30.2711286,-97.7436995
2239,Google,Mountain View,San Francisco Bay Area,California,USA,North America,75.0,2025-06-24,,,,Consumer,Post-IPO,26.0,2025,37.3893889,-122.0832101
2240,Intel,Sacramento,other,California,USA,North America,,2025-06-24,,,,Hardware,Post-IPO,12.0,2025,38.5810606,-121.493895
2241,Microsoft,Seattle,Cascadia,Washington,USA,North America,,2025-06-24,,,,Other,Post-IPO,1.0,2025,47.6038321,-122.330062
2242,Pluralsight,Salt Lake City,other,Utah,USA,North America,,2025-06-24,17.0,,,Education,Acquired,192.0,2025,40.7596198,-111.886797
2243,Klue,Vancouver,Cascadia,British Columbia,USA,North America,85.0,2025-06-25,40.0,213.0,128.0,Sales,Series B,83.0,2025,49.2608724,-123.113952
2244,Bumble,Austin,other,Texas,USA,North America,240.0,2025-06-25,30.0,800.0,560.0,Consumer,Post-IPO,313.0,2025,30.2711286,-97.7436995
2245,Rivian,Los Angeles,other,California,USA,North America,140.0,2025-06-26,1.0,14000.0,13860.0,Transportation,Post-IPO,10700.0,2025,34.0536909,-118.242766
2246,Sabi,Lagos,other,non,Nigeria,Africa,50.0,2025-06-29,20.0,250.0,200.0,Retail,Series B,66.0,2025,6.4550575,3.3941795
2247,Okra,Lagos,other,non,Nigeria,Africa,,2025-07-02,100.0,,,Finance,,,2025,6.4550575,3.3941795
2248,retrain.ai,New York City,other,New York,USA,North America,20.0,2025-07-02,,,,Software Development,,,2025,40.7127281,-74.0060152
2249,Microsoft,Seattle,Cascadia,Washington,USA,North America,9000.0,2025-07-02,4.0,225000.0,216000.0,Other,Post-IPO,1.0,2025,47.6038321,-122.330062
2250,TikTok,Dublin,other,non,USA,Europe,,2025-07-02,,,,Consumer,Acquired,,2025,53.3493795,-6.2605593
2251,Subtl AI,Hyderabad,other,Telangana,India,Asia,,2025-07-07,100.0,,,AI,,,2025,17.42124912,78.38876713
2252,Nayax,Herzliya,other,non,Israel,Asia,70.0,2025-07-07,,,,Fintech,,,2025,32.17527727,34.8295478
2253,ByteDance,Seattle,Cascadia,Washington,USA,North America,65.0,2025-07-07,,,,Software Development,,,2025,47.6038321,-122.330062
2254,Eigen Labs,Seattle,Cascadia,Washington,USA,North America,,2025-07-08,25.0,,,Software Development,,,2025,47.6038321,-122.330062
2255,Intel,Portland,Cascadia,Oregon,USA,North America,500.0,2025-07-08,,,,Semiconductor Manufacturing,,,2025,45.5202471,-122.674194
2256,Recruit Holdings ( Indeed. Glassdoor),Austin,other,Texas,USA,North America,1300.0,2025-07-10,,,,Job Search,,,2025,30.2711286,-97.7436995
2257,Sony,Tel Aviv,other,non,Israel,Asia,100.0,2025-07-11,,,,Electronics,,,2025,32.0852997,34.7818064
2258,King,London,other,England,UK,Europe,200.0,2025-07-14,,,,Gaming,,,2025,51.4893335,-0.144055085
2259,FIS,Bellevue,other,Washington,USA,North America,133.0,2025-07-15,,,,FinTech,,,2025,47.59346795,-122.1908777
2260,Syqe Medical,Tel Aviv,other,non,Israel,Asia,50.0,2025-07-16,32.0,156.0,106.0,Biotechnology Research,,,2025,32.0852997,34.7818064
2261,Scale AI,San Francisco,San Francisco Bay Area,California,USA,North America,200.0,2025-07-16,14.0,1429.0,1229.0,Software Development,,,2025,37.7792588,-122.4193286
2262,Lenovo,Morrisville,other,North Carolina,USA,North America,,2025-07-16,3.0,,,IT Services and IT Consulting,,,2025,35.81625936,-78.83488419
2263,CDW,Vernon Hills,other,Illinois,USA,North America,,2025-07-16,,,,IT Services and IT Consulting,,,2025,42.23694183,-87.96305673
2264,JAMF,Minneapolis,other,Minnesota,USA,North America,,2025-07-16,6.0,,,Enterprise Apple device management,,,2025,44.9772995,-93.2654692
2265,Amazon,San Francisco,San Francisco Bay Area,California,USA,North America,,2025-07-17,,,,Software Development,,,2025,37.7792588,-122.4193286
2266,Intel,Santa Clara,San Francisco Bay Area,California,USA,North America,5000.0,2025-07-17,,,,Semiconductor Manufacturing,,,2025,37.354107,-121.955238
2267,Rocket Companies,Detroit,other,Michigan,USA,North America,,2025-07-21,2.0,,,Financial Services,,,2025,42.3315509,-83.0466403
2268,Supermassive Games,Guildford,other,England,UK,Europe,36.0,2025-07-22,,,,Computer games,,,2025,51.23546777,-0.568472361
2269,1047 Games,Zephyr Cove,other,Nevada,USA,North America,,2025-07-22,,,,Game studio,,,2025,39.0028732,-119.9373755
2270,ConsenSys,New York City,other,New York,USA,North America,47.0,2025-07-22,7.0,671.0,624.0,Crypto,,,2025,40.7127281,-74.0060152
2271,Zeen,San Francisco,San Francisco Bay Area,California,USA,North America,,2025-07-22,100.0,,0.0,Social media startup,,,2025,37.7792588,-122.4193286
2272,PlaxidityX,Ramat Gan,other,non,Israel,Asia,65.0,2025-07-23,,,,Vehicle Cybersecurity,,,2025,32.0626954,34.8256007
2273,Tipalti,Tel Aviv,other,non,Israel,Asia,,2025-07-24,,,,Financial Services,,,2025,32.0852997,34.7818064
2274,Ohm Mobility,Bengaluru,other,Karnataka,India,Asia,,2025-07-25,100.0,,,EV financing platform,,,2025,12.98815675,77.62260004
2275,Phase,Berlin,other,Berlin,Germany,Europe,30.0,2025-07-25,100.0,30.0,0.0,The Animation Tool for UI/UX Designers.,,,2025,52.5170365,13.3888599
2276,TCS,Mumbai,other,Maharashtra,India,Asia,12000.0,2025-07-27,2.0,600000.0,588000.0,IT Services and IT Consulting,,,2025,19.0785451,72.878176
2277,Krutrim,Bengaluru,other,Karnataka,India,Asia,100.0,2025-07-28,,,,AI. made in India. for the world.,,,2025,12.98815675,77.62260004
2278,Eyeo,Berlin,other,Berlin,Germany,Europe,,2025-07-28,40.0,,,Technology. Information and Internet,,,2025,52.5170365,13.3888599
2279,Atlassian,Sydney,other,New South Wales,Australia,Oceana,150.0,2025-07-30,,,,Software Development,,,2025,-33.8698439,151.2082848
2280,AstrumU,Bellevue,other,Washington,USA,North America,,2025-07-31,100.0,,0.0,Worker skills intelligence startup,,,2025,47.59346795,-122.1908777
2281,Lido Finance,George Town,other,non,Cayman Islands,North America,,2025-08-03,15.0,,,Finance,,,2025,19.29571393,-81.38006692
2282,Microsoft,Seattle,Cascadia,Washington,USA,North America,40.0,2025-08-04,,,,Software Development,,,2025,47.6038321,-122.330062
2283,Amazon,Seattle,Cascadia,Washington,USA,North America,110.0,2025-08-04,,,,Software Development,,,2025,47.6038321,-122.330062
2284,Cognition,San Francisco,San Francisco Bay Area,California,USA,North America,30.0,2025-08-05,,,,Software Development,,,2025,37.7792588,-122.4193286
2285,Yotpo,New York City,other,New York,USA,North America,200.0,2025-08-05,34.0,588.0,,Marketing,,,2025,40.7127281,-74.0060152
2286,Peloton,New York City,other,New York,USA,North America,,2025-08-07,6.0,,,Wellness and Fitness Services,,,2025,40.7127281,-74.0060152
2287,Kaltura,New York City,other,New York,USA,North America,70.0,2025-08-07,10.0,700.0,,Media,,,2025,40.7127281,-74.0060152
2288,TikTok,Berlin,other,Berlin,Germany,Europe,150.0,2025-08-10,,,,Video-sharing social network,,,2025,52.5170365,13.3888599
2289,Bithell Games,Suffolk,other,England,UK,Europe,11.0,2025-08-11,,,,Computer Games,,,2025,52.03652146,0.730925301
2290,Micron Technology,Shanghai,other,non,China,Asia,,2025-08-12,,,,Computer memory,,,2025,31.2312707,121.4700152
2291,Altera (Intel),San Jose,San Francisco Bay Area,California,USA,North America,82.0,2025-08-12,,,,Semiconductor Manufacturing,,,2025,37.3361663,-121.890591
2292,F5,Seattle,Cascadia,Washington,USA,North America,106.0,2025-08-13,,,,Networking and security,,,2025,47.6038321,-122.330062
2293,Amdocs,Ra'anana,other,non,Israel,Asia,4500.0,2025-08-13,100.0,4500.0,0.0,Software Development,,,2025,32.1860244,34.8678359
2294,Oracle,Seattle,Cascadia,Washington,USA,North America,150.0,2025-08-14,,,,Cloud Technology Company,,,2025,47.6038321,-122.330062
2295,Oracle,Bengaluru,other,Karnataka,India,Asia,3000.0,2025-08-22,,,,Cloud technology,,,2025,12.98815675,77.62260004
2296,BeepKart,Bengaluru,other,Karnataka,India,Asia,,2025-08-23,100.0,,0.0,Automotive,,,2025,12.98815675,77.62260004
2297,TechWerks,Arlington,other,Texas,USA,North America,87.0,2025-08-24,,,,IT Services and IT Consulting,,,2025,32.72913084,-97.11012249
2298,Tokopedia,Jakarta,other,non,Indonesia,Asia,420.0,2025-08-25,,,,E-commerce,,,2025,-6.175247,106.8270488
2299,Krutrim,Bengaluru,other,Karnataka,India,Asia,50.0,2025-09-01,,,,AI,,,2025,12.98815675,77.62260004
2300,Mobile Premier League,Bengaluru,other,Karnataka,India,Asia,300.0,2025-09-01,,,,Gaming,,,2025,12.98815675,77.62260004
2301,Games 24x7,Mumbai,other,Maharashtra,India,Asia,400.0,2025-09-01,,,,Gaming,,,2025,19.0785451,72.878176
2302,Salesforce,San Francisco,San Francisco Bay Area,California,USA,North America,4000.0,2025-09-02,,,,Software Development,,,2025,37.7792588,-122.4193286
2303,Dreamhaven,Irvine,other,California,USA,North America,,2025-09-03,,,,Computer Games,,,2025,33.67174019,-117.8029151
2304,theGist,Tel Aviv,other,non,Israel,Asia,,2025-09-03,100.0,,0.0,AI startup,,,2025,32.0852997,34.7818064
2305,Bobble AI,Gurugram,other,Haryana,India,Asia,50.0,2025-09-04,,,,Conversation Media Platform,,,2025,28.4646148,77.0299194
2306,Head Digital Works,Hyderabad,other,Telangana,India,Asia,500.0,2025-09-04,,,,Online Gaming,,,2025,17.42124912,78.38876713
2307,Oracle,San Francisco,San Francisco Bay Area,California,USA,North America,254.0,2025-09-04,,,,IT Services and IT Consulting,,,2025,37.7792588,-122.4193286
2308,Gupshup,San Francisco,San Francisco Bay Area,California,USA,North America,100.0,2025-09-04,,,,IT Services and IT Consulting,,,2025,37.7792588,-122.4193286
2309,2K,Novato,San Francisco Bay Area,California,USA,North America,,2025-09-04,,,,Computer Games,,,2025,38.08222498,-122.561957
2310,New Computer (Dot),Las Vegas,other,Nevada,USA,North America,,2025-09-05,100.0,,0.0,AI companion app,,,2025,36.1672559,-115.148516
2311,Scope3,New York City,other,New York,USA,North America,,2025-09-05,,,,Software Development,,,2025,40.7127281,-74.0060152
2312,Microsoft,Seattle,Cascadia,Washington,USA,North America,42.0,2025-09-08,,,,Software Development,,,2025,47.6038321,-122.330062
2313,Oracle,Austin,other,Texas,USA,North America,3000.0,2025-09-09,,,,IT Services and IT Consulting,,,2025,30.2711286,-97.7436995
2314,Scale,San Francisco,San Francisco Bay Area,California,USA,North America,12.0,2025-09-09,,,,Software Development,,,2025,37.7792588,-122.4193286
2315,Verbit,New York City,other,New York,USA,North America,22.0,2025-09-10,,,,AI transcription and captioning,,,2025,40.7127281,-74.0060152
2316,Atlassian,Sydney,other,New South Wales,Australia,Oceana,200.0,2025-09-10,,,,Software Development,,,2025,-33.8698439,151.2082848
2317,Ubisoft,Paris,other,non,France,Europe,9.0,2025-09-10,,,,Computer Games,,,2025,48.8588897,2.320041022
2318,Zupee,Gurugram,other,Haryana,India,Asia,170.0,2025-09-11,30.0,567.0,397.0,Entertainment Providers,,,2025,28.4646148,77.0299194
2319,Natcast,Las Vegas,other,Nevada,USA,North America,,2025-09-11,,,,Advancement of Semiconductor Technology,,,2025,36.1672559,-115.148516
2320,xAI,Palo Alto,San Francisco Bay Area,California,USA,North America,500.0,2025-09-13,,,,Technology. Information and Internet,,,2025,37.4443293,-122.1598465
